"","year","rank","restaurant","location","country","lat","lng"
"782",2017,32,"Attica","Melbourne","Australia",-37.8136276,144.9630576
"783",2017,33,"Astrid y Gastón","Lima","Peru",-12.0466888,-77.0430885
"784",2017,34,"De Librije","Zwolle","Netherlands",52.5167747,6.08302189
"785",2017,35,"Septime","Paris","France",48.8575475,2.3513765
"786",2017,36,"Dinner by Heston Blumenthal","London","United Kingdom",51.5072178,-0.1275862
"787",2017,37,"Saison","San Francisco","United States",37.7749295,-122.4194155
"788",2017,38,"Azurmendi","Larrabetzu","Spain",43.2609878,-2.7960332
"789",2017,39,"Relae","Copenhagen","Denmark",55.6760968,12.5683371
"790",2017,40,"Cosme","New York","United States",40.7127753,-74.0059728
"791",2017,41,"Ultraviolet by Paul Pairet","Shanghai","China",31.230416,121.473701
"792",2017,42,"Boragó","Santiago","Chile",-33.4488897,-70.6692655
"793",2017,43,"Reale","Castel di Sangro","Italy",41.783948,14.1081016
"794",2017,44,"Brae","Birregurra","Australia",-38.3363687,143.7836314
"795",2017,45,"Den","Tokyo","Japan",35.6764225,139.650027
"796",2017,46,"L'Astrance","Paris","France",48.8575475,2.3513765
"797",2017,47,"Vendôme","Bergisch Gladbach","Germany",50.9896478,7.1229789
"798",2017,48,"Restaurant Tim Raue","Berlin","Germany",52.5200065,13.404954
"799",2017,49,"Tegui","Buenos Aires","Argentina",-34.6036844,-58.3815591
"800",2017,50,"Hof Van Cleve","Kruishoutem","Belgium",50.9044989,3.5281414
"801",2018,1,"Osteria Francescana","Modena","Italy",44.647128,10.9252269
"802",2018,2,"El Celler de Can Roca","Girona","Spain",41.9794005,2.8214264
"803",2018,3,"Mirazur","Menton","France",43.774481,7.49754
"804",2018,4,"Eleven Madison Park","New York","United States",40.7127753,-74.0059728
"805",2018,5,"Gaggan","Bangkok","Thailand",13.7563309,100.5017651
"806",2018,6,"Central","Lima","Peru",-12.0466888,-77.0430885
"807",2018,7,"Maido","Lima","Peru",-12.0466888,-77.0430885
"808",2018,8,"Arpège","Paris","France",48.8575475,2.3513765
"809",2018,9,"Mugaritz","San Sebastian","Spain",43.318237,-1.9817051
"810",2018,10,"Asador Etxebarri","Axpe","Spain",43.1159431,-2.5981535
"811",2018,11,"Quintonil","Mexico City","Mexico",19.4326077,-99.133208
"812",2018,12,"Blue Hill at Stone Barns","Pocantico Hills","United States",41.0945407,-73.8359677
"813",2018,13,"Pujol","Mexico City","Mexico",19.4326077,-99.133208
"814",2018,14,"Steirereck","Vienna","Austria",48.2080695,16.3713095
"815",2018,15,"White Rabbit","Moscow","Russia",55.755826,37.6173
"816",2018,16,"Piazza Duomo","Alba","Italy",44.7009526,8.0353488
"817",2018,17,"Den","Tokyo","Japan",35.6764225,139.650027
"818",2018,18,"Disfrutar","Barcelona","Spain",41.3873974,2.168568
"819",2018,19,"Geranium","Copenhagen","Denmark",55.6760968,12.5683371
"820",2018,20,"Attica","Melbourne","Australia",-37.8136276,144.9630576
"821",2018,21,"Alain Ducasse au Plaza Athénée","Paris","France",48.8575475,2.3513765
"822",2018,22,"Narisawa","Tokyo","Japan",35.6764225,139.650027
"823",2018,23,"Le Calandre","Rubano","Italy",45.4262382,11.7937858
"824",2018,24,"Ultraviolet by Paul Pairet","Shanghai","China",31.230416,121.473701
"825",2018,25,"Cosme","New York","United States",40.7127753,-74.0059728
"826",2018,26,"Le Bernardin","New York","United States",40.7127753,-74.0059728
"827",2018,27,"Boragó","Santiago","Chile",-33.4488897,-70.6692655
"828",2018,28,"Odette","Singapore","Singapore",1.352083,103.819836
"829",2018,29,"Alléno Paris au Pavillon Ledoyen","Paris","France",48.8575475,2.3513765
"830",2018,30,"D.O.M","São Paulo","Brazil",-23.5557714,-46.6395571
"831",2018,31,"Arzak","San Sebastian","Spain",43.318237,-1.9817051
"832",2018,32,"Tickets","Barcelona","Spain",41.3873974,2.168568
"833",2018,33,"The Clove Club","London","United Kingdom",51.5072178,-0.1275862
"834",2018,34,"Alinea","Chicago","United States",41.8781136,-87.6297982
"835",2018,35,"Maaemo","Oslo","Norway",59.9138688,10.7522454
"836",2018,36,"Reale","Castel di Sangro","Italy",41.783948,14.1081016
"837",2018,37,"Restaurant Tim Raue","Berlin","Germany",52.5200065,13.404954
"838",2018,38,"Lyle's","London","United Kingdom",51.5072178,-0.1275862
"839",2018,39,"Astrid y Gastón","Lima","Peru",-12.0466888,-77.0430885
"840",2018,40,"Septime","Paris","France",48.8575475,2.3513765
"841",2018,41,"Nihonryori Ryugin","Tokyo","Japan",35.6764225,139.650027
"842",2018,42,"The Ledbury","London","United Kingdom",51.5072178,-0.1275862
"843",2018,43,"Azurmendi","Larrabetzu","Spain",43.2609878,-2.7960332
"844",2018,44,"Mikla","Istanbul","Türkiye",41.0082376,28.9783589
"845",2018,45,"Dinner by Heston Blumenthal","London","United Kingdom",51.5072178,-0.1275862
"846",2018,46,"Saison","San Francisco","United States",37.7749295,-122.4194155
"847",2018,47,"Schloss Schauenstein","Fürstenau","Germany",52.5179395,7.674365
"848",2018,48,"Hiša Franko","Kobarid","Slovenia",46.2476549,13.5791749
"849",2018,49,"Nahm","Bangkok","Thailand",13.7563309,100.5017651
"850",2018,50,"The Test Kitchen","Cape Town","South Africa",-33.922087,18.4231418
"851",2019,1,"Mirazur","Menton","France",43.774481,7.49754
"852",2019,2,"Noma","Copenhagen","Denmark",55.6760968,12.5683371
"853",2019,3,"Asador Etxebarri","Axpe","Spain",43.1159431,-2.5981535
"854",2019,4,"Gaggan","Bangkok","Thailand",13.7563309,100.5017651
"855",2019,5,"Geranium","Copenhagen","Denmark",55.6760968,12.5683371
"856",2019,6,"Central","Lima","Peru",-12.0466888,-77.0430885
"857",2019,7,"Mugaritz","San Sebastián","Spain",43.318237,-1.9817051
"858",2019,8,"Arpège","Paris","France",48.8575475,2.3513765
"859",2019,9,"Disfrutar","Barcelona","Spain",41.3873974,2.168568
"860",2019,10,"Maido","Lima","Peru",-12.0466888,-77.0430885
"861",2019,11,"Den","Tokyo","Japan",35.6764225,139.650027
"862",2019,12,"Pujol","Mexico City","Mexico",19.4326077,-99.133208
"863",2019,13,"White Rabbit","Moscow","Russia",55.755826,37.6173
"864",2019,14,"Azurmendi","Larrabetzu","Spain",43.2609878,-2.7960332
"865",2019,15,"Septime","Paris","France",48.8575475,2.3513765
"866",2019,16,"Alain Ducasse au Plaza Athénée","Paris","France",48.8575475,2.3513765
"867",2019,17,"Steirereck","Vienna","Austria",48.2080695,16.3713095
"868",2019,18,"Odette","Singapore","Singapore",1.352083,103.819836
"869",2019,19,"Twins Garden","Moscow","Russia",55.755826,37.6173
"870",2019,20,"Tickets","Barcelona","Spain",41.3873974,2.168568
"871",2019,21,"Frantzén","Stockholm","Sweden",59.3293234,18.0685808
"872",2019,22,"Narisawa","Tokyo","Japan",35.6764225,139.650027
"873",2019,23,"Cosme","New York","United States",40.7127753,-74.0059728
"874",2019,24,"Quintonil","Mexico City","Mexico",19.4326077,-99.133208
"875",2019,25,"Alléno Paris au Pavillon Ledoyen","Paris","France",48.8575475,2.3513765
"876",2019,26,"Boragó","Santiago","Chile",-33.4488897,-70.6692655
"877",2019,27,"The Clove Club","London","United Kingdom",51.5072178,-0.1275862
"878",2019,28,"Blue Hill at Stone Barns","Pocantico Hills","United States",41.0945407,-73.8359677
"879",2019,29,"Piazza Duomo","Alba","Italy",44.7009526,8.0353488
"880",2019,30,"Elkano","Getaria","Spain",43.3077339,-2.2021494
"881",2019,31,"Le Calandre","Rubano","Italy",45.4262382,11.7937858
"882",2019,32,"Nerua Guggenheim Bilbao","Bilbao","Spain",43.2633799,-2.9348121
"883",2019,33,"Lyle's","London","United Kingdom",51.5072178,-0.1275862
"884",2019,34,"Don Julio","Buenos Aires","Argentina",-34.6036844,-58.3815591
"885",2019,35,"Atelier Crenn","San Francisco","United States",37.7749295,-122.4194155
"886",2019,36,"Le Bernardin","New York","United States",40.7127753,-74.0059728
"887",2019,37,"Alinea","Chicago","United States",41.8781136,-87.6297982
"888",2019,38,"Hiša Franko","Kobarid","Slovenia",46.2476549,13.5791749
"889",2019,39,"A Casa do Porco","São Paulo","Brazil",-23.5557714,-46.6395571
"890",2019,40,"Restaurant Tim Raue","Berlin","Germany",52.5200065,13.404954
"891",2019,41,"The Chairman","Hong Kong","Hong Kong",22.3193039,114.1693611
"892",2019,42,"Belcanto","Lisbon","Portugal",38.7222524,-9.1393366
"893",2019,43,"Hof Van Cleve","Kruisem","Belgium",50.9045204,3.5281422
"894",2019,44,"The Test Kitchen","Cape Town","South Africa",-33.922087,18.4231418
"895",2019,45,"Sühring","Bangkok","Thailand",13.7563309,100.5017651
"896",2019,46,"De Librije","Zwolle","Netherlands",52.5167747,6.08302189
"897",2019,47,"Benu","San Francisco","United States",37.7749295,-122.4194155
"898",2019,48,"Ultraviolet by Paul Pairet","Shanghai","China",31.230416,121.473701
"899",2019,49,"Leo","Bogotá","Colombia",4.71098859,-74.072092
"900",2019,50,"Schloss Schauenstein","Fürstenau","Germany",52.5179395,7.674365
"901",2021,1,"Noma","Copenhagen","Denmark",55.6760968,12.5683371
"902",2021,2,"Geranium","Copenhagen","Denmark",55.6760968,12.5683371
"903",2021,3,"Asador Etxebarri","Atxondo","Spain",43.131605,-2.5832703
"904",2021,4,"Central","Lima","Peru",-12.0466888,-77.0430885
"905",2021,5,"Disfrutar","Barcelona","Spain",41.3873974,2.168568
"906",2021,6,"Frantzén","Stockholm","Sweden",59.3293234,18.0685808
"907",2021,7,"Maido","Lima","Peru",-12.0466888,-77.0430885
"908",2021,8,"Odette","Singapore","Singapore",1.352083,103.819836
"909",2021,9,"Pujol","Mexico City","Mexico",19.4326077,-99.133208
"910",2021,10,"The Chairman","Hong Kong","Hong Kong",22.3193039,114.1693611
"911",2021,11,"Den","Tokyo","Japan",35.6764225,139.650027
"912",2021,12,"Steirereck","Vienna","Austria",48.2080695,16.3713095
"913",2021,13,"Don Julio","Buenos Aires","Argentina",-34.6036844,-58.3815591
"914",2021,14,"Mugaritz","San Sebastian","Spain",43.318237,-1.9817051
"915",2021,15,"Lido 84","Gardone Riviera","Italy",45.623397,10.5636497
"916",2021,16,"Elkano","Getaria","Spain",43.3077339,-2.2021494
"917",2021,17,"A Casa do Porco","São Paulo","Brazil",-23.5557714,-46.6395571
"918",2021,18,"Piazza Duomo","Alba","Italy",44.7009526,8.0353488
"919",2021,19,"Narisawa","Tokyo","Japan",35.6764225,139.650027
"920",2021,20,"DiverXO","Madrid","Spain",40.4167279,-3.7032905
"921",2021,21,"Hiša Franko","Kobarid","Slovenia",46.2476549,13.5791749
"922",2021,22,"Cosme","New York","United States",40.7127753,-74.0059728
"923",2021,23,"Arpège","Paris","France",48.8575475,2.3513765
"924",2021,24,"Septime","Paris","France",48.8575475,2.3513765
"925",2021,25,"White Rabbit","Moscow","Russia",55.755826,37.6173
"926",2021,26,"Le Calandre","Rubano","Italy",45.4262382,11.7937858
"927",2021,27,"Quintonil","Mexico City","Mexico",19.4326077,-99.133208
"928",2021,28,"Benu","San Francisco","United States",37.7749295,-122.4194155
"929",2021,29,"Reale","Castel di Sangro","Italy",41.783948,14.1081016
"930",2021,30,"Twins Garden","Moscow","Russia",55.755826,37.6173
"931",2021,31,"Restaurant Tim Raue","Berlin","Germany",52.5200065,13.404954
"932",2021,32,"The Clove Club","London","United Kingdom",51.5072178,-0.1275862
"933",2021,33,"Lyle's","London","United Kingdom",51.5072178,-0.1275862
"934",2021,34,"Burnt Ends","Singapore","Singapore",1.352083,103.819836
"935",2021,35,"Ultraviolet by Paul Pairet","Shanghai","China",31.230416,121.473701
"936",2021,36,"Hof Van Cleve","Kruishoutem","Belgium",50.9044989,3.5281414
"937",2021,37,"SingleThread","Healdsburg","United States",38.6081693,-122.8700509
"938",2021,38,"Boragó","Santiago","Chile",-33.4488897,-70.6692655
"939",2021,39,"Florilège","Tokyo","Japan",35.6764225,139.650027
"940",2021,40,"Sühring","Bangkok","Thailand",13.7563309,100.5017651
"941",2021,41,"Alléno Paris au Pavillon Ledoyen","Paris","France",48.8575475,2.3513765
"942",2021,42,"Belcanto","Lisbon","Portugal",38.7222524,-9.1393366
"943",2021,43,"Atomix","New York","United States",40.7127753,-74.0059728
"944",2021,44,"Le Bernardin","New York","United States",40.7127753,-74.0059728
"945",2021,45,"Nobelhart & Schmutzig","Berlin","Germany",52.5200065,13.404954
"946",2021,46,"Leo","Bogotá","Colombia",4.71098859,-74.072092
"947",2021,47,"Maaemo","Oslo","Norway",59.9138688,10.7522454
"948",2021,48,"Atelier Crenn","San Francisco","United States",37.7749295,-122.4194155
"949",2021,49,"Azurmendi","Larrabetzu","Spain",43.2609878,-2.7960332
"950",2021,50,"Wolfgat","Paternoster","South Africa",-32.8095585,17.8946521
"951",2022,1,"Geranium","Copenhagen","Denmark",55.6760968,12.5683371
"952",2022,2,"Central","Lima","Peru",-12.0466888,-77.0430885
"953",2022,3,"Disfrutar","Barcelona","Spain",41.3873974,2.168568
"954",2022,4,"Diverxo","Madrid","Spain",40.4167279,-3.7032905
"955",2022,5,"Pujol","Mexico City","Mexico",19.4326077,-99.133208
"956",2022,6,"Asador Etxebarri","Atxondo","Spain",43.131605,-2.5832703
"957",2022,7,"A Casa do Porco","São Paulo","Brazil",-23.5557714,-46.6395571
"958",2022,8,"Lido 84","Gardone Riviera","Italy",45.623397,10.5636497
"959",2022,9,"Quintonil","Mexico City","Mexico",19.4326077,-99.133208
"960",2022,10,"Le Calandre","Rubano","Italy",45.4262382,11.7937858
"961",2022,11,"Maido","Lima","Peru",-12.0466888,-77.0430885
"962",2022,12,"Uliassi","Senigallia","Italy",43.7197926,13.2152224
"963",2022,13,"Steirereck","Vienna","Austria",48.2080695,16.3713095
"964",2022,14,"Don Julio","Buenos Aires","Argentina",-34.6036844,-58.3815591
"965",2022,15,"Reale","Castel di Sangro","Italy",41.783948,14.1081016
"966",2022,16,"Elkano","Getaria","Spain",43.3077339,-2.2021494
"967",2022,17,"Nobelhart & Schmutzig","Berlin","Germany",52.5200065,13.404954
"968",2022,18,"Alchemist","Copenhagen","Denmark",55.6760968,12.5683371
"969",2022,19,"Piazza Duomo","Alba","Italy",44.7009526,8.0353488
"970",2022,20,"Den","Tokyo","Japan",35.6764225,139.650027
"971",2022,21,"Mugaritz","San Sebastian","Spain",43.318237,-1.9817051
"972",2022,22,"Septime","Paris","France",48.8575475,2.3513765
"973",2022,23,"The Jane","Antwerp","Belgium",51.2213404,4.4051485
"974",2022,24,"The Chairman","Hong Kong","Hong Kong",22.3193039,114.1693611
"975",2022,25,"Frantzén","Stockholm","Sweden",59.3293234,18.0685808
"976",2022,26,"Restaurant Tim Raue","Berlin","Germany",52.5200065,13.404954
"977",2022,27,"Hof Van Cleve","Kruishoutem","Belgium",50.9044989,3.5281414
"978",2022,28,"Le Clarence","Paris","France",48.8575475,2.3513765
"979",2022,29,"St. Hubertus","San Cassiano","Italy",46.5700687,11.9360615
"980",2022,30,"Florilège","Tokyo","Japan",35.6764225,139.650027
"981",2022,31,"Arpège","Paris","France",48.8575475,2.3513765
"982",2022,32,"Mayta","Lima","Peru",-12.0466888,-77.0430885
"983",2022,33,"Atomix","New York","United States",40.7127753,-74.0059728
"984",2022,34,"Hiša Franko","Kobarid","Slovenia",46.2476549,13.5791749
"985",2022,35,"The Clove Club","London","United Kingdom",51.5072178,-0.1275862
"986",2022,36,"Odette","Singapore","Singapore",1.352083,103.819836
"987",2022,37,"Fyn","Cape Town","South Africa",-33.922087,18.4231418
"988",2022,38,"Jordnær","Copenhagen","Denmark",55.6760968,12.5683371
"989",2022,39,"Sorn","Bangkok","Thailand",13.7563309,100.5017651
"990",2022,40,"Schloss Schauenstein","Fürstenau","Germany",52.5179395,7.674365
"991",2022,41,"La Cime","Osaka","Japan",34.6937249,135.5022535
"992",2022,42,"Quique Dacosta","Dénia","Spain",38.8387992,0.1050557
"993",2022,43,"Boragó","Santiago","Chile",-33.4488897,-70.6692655
"994",2022,44,"Le Bernardin","New York","United States",40.7127753,-74.0059728
"995",2022,45,"Narisawa","Tokyo","Japan",35.6764225,139.650027
"996",2022,46,"Belcanto","Lisbon","Portugal",38.7222524,-9.1393366
"997",2022,47,"Oteque","Rio de Janeiro","Brazil",-22.9068467,-43.1728965
"998",2022,48,"Leo","Bogotá","Colombia",4.71098859,-74.072092
"999",2022,49,"Ikoyi","London","United Kingdom",51.5072178,-0.1275862
"1000",2022,50,"SingleThread","Healdsburg","United States",38.6081693,-122.8700509
"1001",2023,1,"Central","Lima","Peru",-12.0466888,-77.0430885
"1002",2023,2,"Disfrutar","Barcelona","Spain",41.3873974,2.168568
"1003",2023,3,"Diverxo","Madrid","Spain",40.4167279,-3.7032905
"1004",2023,4,"Asador Etxebarri","Atxondo","Spain",43.131605,-2.5832703
"1005",2023,5,"Alchemist","Copenhagen","Denmark",55.6760968,12.5683371
"1006",2023,6,"Maido","Lima","Peru",-12.0466888,-77.0430885
"1007",2023,7,"Lido 84","Gardone Riviera","Italy",45.623397,10.5636497
"1008",2023,8,"Atomix","New York","United States",40.7127753,-74.0059728
"1009",2023,9,"Quintonil","Mexico City","Mexico",19.4326077,-99.133208
"1010",2023,10,"Table by Bruno Verjus","Paris","France",48.8575475,2.3513765
"1011",2023,11,"Trèsind Studio","Dubai","United Arab Emirates",25.2048493,55.2707828
"1012",2023,12,"A Casa do Porco","São Paulo","Brazil",-23.5557714,-46.6395571
"1013",2023,13,"Pujol","Mexico City","Mexico",19.4326077,-99.133208
"1014",2023,14,"Odette","Singapore","Singapore",1.352083,103.819836
"1015",2023,15,"Le Du","Bangkok","Thailand",13.7563309,100.5017651
"1016",2023,16,"Reale","Castel di Sangro","Italy",41.783948,14.1081016
"1017",2023,17,"Gaggan Anand","Bangkok","Thailand",13.7563309,100.5017651
"1018",2023,18,"Steirereck","Vienna","Austria",48.2080695,16.3713095
"1019",2023,19,"Don Julio","Buenos Aires","Argentina",-34.6036844,-58.3815591
"1020",2023,20,"Quique Dacosta","Dénia","Spain",38.8387992,0.1050557
"1021",2023,21,"Den","Tokyo","Japan",35.6764225,139.650027
"1022",2023,22,"Elkano","Getaria","Spain",43.3077339,-2.2021494
"1023",2023,23,"Kol","London","United Kingdom",51.5072178,-0.1275862
"1024",2023,24,"Septime","Paris","France",48.8575475,2.3513765
"1025",2023,25,"Belcanto","Lisbon","Portugal",38.7222524,-9.1393366
"1026",2023,26,"Schloss Schauenstein","Fürstenau","Germany",52.5179395,7.674365
"1027",2023,27,"Florilège","Tokyo","Japan",35.6764225,139.650027
"1028",2023,28,"Kjolle","Lima","Peru",-12.0466888,-77.0430885
"1029",2023,29,"Boragó","Santiago","Chile",-33.4488897,-70.6692655
"1030",2023,30,"Frantzén","Stockholm","Sweden",59.3293234,18.0685808
"1031",2023,31,"Mugaritz","San Sebastian","Spain",43.318237,-1.9817051
"1032",2023,32,"Hiša Franko","Kobarid","Slovenia",46.2476549,13.5791749
"1033",2023,33,"El Chato","Bogotá","Colombia",4.71098859,-74.072092
"1034",2023,34,"Uliassi","Senigallia","Italy",43.7197926,13.2152224
"1035",2023,35,"Ikoyi","London","United Kingdom",51.5072178,-0.1275862
"1036",2023,36,"Plénitude","Paris","France",48.8575475,2.3513765
"1037",2023,37,"Sézanne","Tokyo","Japan",35.6764225,139.650027
"1038",2023,38,"The Clove Club","London","United Kingdom",51.5072178,-0.1275862
"1039",2023,39,"The Jane","Antwerp","Belgium",51.2213404,4.4051485
"1040",2023,40,"Restaurant Tim Raue","Berlin","Germany",52.5200065,13.404954
"1041",2023,41,"Le Calandre","Rubano","Italy",45.4262382,11.7937858
"1042",2023,42,"Piazza Duomo","Alba","Italy",44.7009526,8.0353488
"1043",2023,43,"Leo","Bogotá","Colombia",4.71098859,-74.072092
"1044",2023,44,"Le Bernardin","New York","United States",40.7127753,-74.0059728
"1045",2023,45,"Nobelhart & Schmutzig","Berlin","Germany",52.5200065,13.404954
"1046",2023,46,"Orfali Bros Bistro","Dubai","United Arab Emirates",25.2048493,55.2707828
"1047",2023,47,"Mayta","Lima","Peru",-12.0466888,-77.0430885
"1048",2023,48,"La Grenouillère","La Madelaine-sous-Montreuil","France",50.466809,1.748056
"1049",2023,49,"Rosetta","Mexico City","Mexico",19.4326077,-99.133208
"1050",2023,50,"The Chairman","Hong Kong","Hong Kong",22.3193039,114.1693611
